symbol,reason,relationships,checkpoint
DOCS,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DOCS\\year=2026\\906fd7dfd23a511ca56dafc4.parquet"",""right"":""data\\parquet\\daily\\symbol=DOCS\\year=2026\\DOCS_2026.parquet"",""left_sha256"":""50854e56b227afb130c34a78a044fe0870325b6e581aca524252d55a1e98f9ef"",""right_sha256"":""ba0396657e973ff872451d164be11bffcddb4d743a326edf2c52783e604002b8"",""overlap_rows"":166,""conflicting_rows"":34,""first_conflict"":""2026-01-29"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":34}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DOCS.json
DOG,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DOG\\year=2026\\84b574b8cebe8e6a9c23639f.parquet"",""right"":""data\\parquet\\daily\\symbol=DOG\\year=2026\\DOG_2026.parquet"",""left_sha256"":""020b772e614ad97ffa7af54e28a052fe3af9d8afdb4dbe712207a3e94d8c7b46"",""right_sha256"":""bc3ac02b5b574520fae1246011a66e961e5b8b9f5ee18c4a608459ca248262bd"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":62}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DOG.json
DOMO,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DOMO\\year=2026\\DOMO_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=DOMO\\year=2026\\fb842c588141f76c4417de0b.parquet"",""left_sha256"":""4095f2eb5a83e7f97617efb7cdb1fd80668e3516e7c012fa0a5568107d9be7a3"",""right_sha256"":""23e2479b0976b161e7f91c2f3f8b06df78789a1f3549baea6b463233142044d0"",""overlap_rows"":167,""conflicting_rows"":50,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":50}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DOMO.json
DOV,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DOV\\year=2026\\1161e779c6b7518812a5fe01.parquet"",""right"":""data\\parquet\\daily\\symbol=DOV\\year=2026\\DOV_2026.parquet"",""left_sha256"":""a8b9d4f779103a7cd50fad8684f05cd5952b3498382772ffe8b32b4aadb8cd8c"",""right_sha256"":""3f8acddc5ff312befff763f565ff0e4fc2e9c15a77a9cf564467c47a745e8eea"",""overlap_rows"":167,""conflicting_rows"":57,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":57}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DOV.json
DOX,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DOX\\year=2026\\10e06a96d4ac5e475f02cfab.parquet"",""right"":""data\\parquet\\daily\\symbol=DOX\\year=2026\\DOX_2026.parquet"",""left_sha256"":""b2d2ce17bbaf95e09fb7433186b44a875613e50986fb4b7e95bd98e5f211b0a2"",""right_sha256"":""775de5c2e64dd3369f7030529ea469ce6fa63d70b8899cb7607eae415e98b94c"",""overlap_rows"":167,""conflicting_rows"":60,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":60}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DOX.json
DPRO,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DPRO\\year=2026\\735e36c42e10d458453718f6.parquet"",""right"":""data\\parquet\\daily\\symbol=DPRO\\year=2026\\DPRO_2026.parquet"",""left_sha256"":""f90e98482cde14d608f6829bbe5894c689e0fa2c32946457090f1287397403f0"",""right_sha256"":""de34576e14121d53dc83ddb8b34c36e8216cebd99a23672fec154db230c35eb3"",""overlap_rows"":167,""conflicting_rows"":47,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":47}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DPRO.json
DPST,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DPST\\year=2026\\DPST_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=DPST\\year=2026\\d9f63a5fdaf6080bf5748979.parquet"",""left_sha256"":""96daa0170ef8da31444f063b47071e8966f06bc29b645d317bfa14e67dd2cc5c"",""right_sha256"":""14890a1108d120e5356851b21c9418dcaeb77e48b2d0d4e2df5d2739f50644ef"",""overlap_rows"":167,""conflicting_rows"":59,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":59}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DPST.json
DRI,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DRI\\year=2026\\3b55161e5af48872800da785.parquet"",""right"":""data\\parquet\\daily\\symbol=DRI\\year=2026\\DRI_2026.parquet"",""left_sha256"":""33aa90933f8e82c1d89dd42c781abbfec5f3935d9301eae447f103660c956752"",""right_sha256"":""0fa74ec68efdca90f5d839897368fc630fa97cdee9e7308b8c327315fe33113d"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":62}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DRI.json
DRV,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DRV\\year=2026\\2466a066ce671ed7340f41cd.parquet"",""right"":""data\\parquet\\daily\\symbol=DRV\\year=2026\\DRV_2026.parquet"",""left_sha256"":""187ad7ff9febf671df3e02a113c621f933f8e3c8e54d17fa76a565ce0d099d1f"",""right_sha256"":""32546e3df0e8ea7bb77e351a274840888cd195fd81748a6c3af818e3710262a0"",""overlap_rows"":167,""conflicting_rows"":59,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":59}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DRV.json
DT,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DT\\year=2026\\65c6c2e14c0adb2b8b0594f0.parquet"",""right"":""data\\parquet\\daily\\symbol=DT\\year=2026\\DT_2026.parquet"",""left_sha256"":""6d5aa12b2b458396aa0a535522a5cbb802b70e2af528b2ffc5ae9ae001821723"",""right_sha256"":""3cb6ff78bc18577357f77753a2aa43708d65620a01005b25730b983b94a69bb4"",""overlap_rows"":167,""conflicting_rows"":43,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":43}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DT.json
DTE,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DTE\\year=2026\\623e692cafe21e70af59f905.parquet"",""right"":""data\\parquet\\daily\\symbol=DTE\\year=2026\\DTE_2026.parquet"",""left_sha256"":""2a23ebb9f4e030111936e07acb3ee0f7294863c533babd9536fa10d55bfd23bd"",""right_sha256"":""9fd51ad4b499acdb68fd9d28b312290495b6add8c611f9f78cdcb6cdbb9ec2af"",""overlap_rows"":167,""conflicting_rows"":58,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":58}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DTE.json
DUG,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DUG\\year=2026\\DUG_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=DUG\\year=2026\\a5ed3b01008262c947cf76aa.parquet"",""left_sha256"":""2472ba384a92f66b59fa0fc863c84eb14fbc4e61c204482a3f3aa4e87e79a1f6"",""right_sha256"":""ede591c45f0789116623b9a3dbdb6f97a7ea430f10244a7d8fe46bb8378f00ac"",""overlap_rows"":167,""conflicting_rows"":59,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":59}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DUG.json
DUK,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DUK\\year=2026\\8c40e7129d05c5b380d32a88.parquet"",""right"":""data\\parquet\\daily\\symbol=DUK\\year=2026\\DUK_2026.parquet"",""left_sha256"":""f16356c4cf8fb093def4c4bacafbc164469da09fe50432e14b1fe134d09e0098"",""right_sha256"":""c91c2d5474b0e8df21b7482b88e49a3c96c4a8ce2a38b5be426da48ae1353608"",""overlap_rows"":167,""conflicting_rows"":63,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":63}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DUK.json
DV,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DV\\year=2026\\24c32e8e077fe92498f28cd6.parquet"",""right"":""data\\parquet\\daily\\symbol=DV\\year=2026\\DV_2026.parquet"",""left_sha256"":""8bc23a01f54aaaa70f1954a42fa748cf4ebb3ba784eb10aeb8e44b3dcc73ac56"",""right_sha256"":""cbfe952590bed94f4cccc4585662aad36982b749b710654dbaa594b8786ed21c"",""overlap_rows"":167,""conflicting_rows"":46,""first_conflict"":""2026-01-30"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":46}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DV.json
DVN,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DVN\\year=2026\\DVN_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=DVN\\year=2026\\d3d2ebedbf2d166c5965930d.parquet"",""left_sha256"":""5178461b9570804b7efc736df538f86d4030a00bf39eb8def733f61af6232240"",""right_sha256"":""d8f13443d45c11cec43356c5227f34839a64641077cb774225ae8aaee954fc99"",""overlap_rows"":167,""conflicting_rows"":60,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":60}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DVN.json
DXCM,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DXCM\\year=2026\\DXCM_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=DXCM\\year=2026\\c3611ac0eed80b081daae767.parquet"",""left_sha256"":""6b9eeb530453b708844c360829814bb1234c0090a8dac3021ac2d6f49f9d6b8a"",""right_sha256"":""0b85d7366d5d237912181115d23630d5f7ed830a7c1529f16e162975595c14e2"",""overlap_rows"":167,""conflicting_rows"":37,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":37}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DXCM.json
DXJ,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DXJ\\year=2026\\DXJ_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=DXJ\\year=2026\\b57eede4c7d5d8e218247786.parquet"",""left_sha256"":""1336a1c26583f1e5e2363f8470bfdd6aff8fc8f91b3c031b964e6e5a44705666"",""right_sha256"":""a05eec497f8c602dce13351f2dc5210cf4f84060b3ce67d1b3686f8e04cff46c"",""overlap_rows"":167,""conflicting_rows"":59,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-06"",""warmup_conflicting_sessions"":59}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DXJ.json
DY,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=DY\\year=2026\\DY_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=DY\\year=2026\\fb19fe0be32af8efff159d08.parquet"",""left_sha256"":""883d23dcaabb0598405684b87e45fffce893d56b526d8700eb10e99d3db13bdc"",""right_sha256"":""f5b25b5fb80413ab3dd0290500c02a11bab4c9e7b0245b25bc4e5de746d94e71"",""overlap_rows"":167,""conflicting_rows"":37,""first_conflict"":""2026-01-29"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":37}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\DY.json
EAT,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EAT\\year=2026\\EAT_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=EAT\\year=2026\\e47f99fe09f021e4ef518687.parquet"",""left_sha256"":""f553d3c7937d6c8ee7492db845028887430816ae7e96fadf2bb596bb82feb15f"",""right_sha256"":""51575b39a611d5504e2723539bc021936cb867d746f6e21ba525a00c07aaee99"",""overlap_rows"":167,""conflicting_rows"":40,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":40}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EAT.json
EBAY,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EBAY\\year=2026\\EBAY_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=EBAY\\year=2026\\ada1d6068fbf581b56fd0598.parquet"",""left_sha256"":""bac554666983b1daf8689519b7cd09588c5233f22b1d6571e714d79f514a136c"",""right_sha256"":""1037c51888661b7bdcbf50bee35cdaa033da97fa25f2c7a828684d0a459ef6cd"",""overlap_rows"":167,""conflicting_rows"":59,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":59}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EBAY.json
EC,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EC\\year=2026\\35bc784292e6991a08e4371b.parquet"",""right"":""data\\parquet\\daily\\symbol=EC\\year=2026\\EC_2026.parquet"",""left_sha256"":""71924a3f75e8b462f24aebdb1cb6b7c1515b07f01dc6f99de1e97f9e0ee70b2f"",""right_sha256"":""0f822d45533453f41c798cdf3a8d1ae7ddf39bc93b726ca0cc31e320491ec055"",""overlap_rows"":167,""conflicting_rows"":57,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":57}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EC.json
ECL,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ECL\\year=2026\\433009bcd812e5e2a3ec8a62.parquet"",""right"":""data\\parquet\\daily\\symbol=ECL\\year=2026\\ECL_2026.parquet"",""left_sha256"":""eabb0e053a7fa0948d57ab5af0e9be830a2daad6a7f6ca4dc3c8227931c80923"",""right_sha256"":""656d599bae732910896b262bb163776b962f3133fd789735bcc6edcf65d84cfe"",""overlap_rows"":167,""conflicting_rows"":60,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":60}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ECL.json
ED,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ED\\year=2026\\ED_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=ED\\year=2026\\ec2164b7e20ec8901cd19dbd.parquet"",""left_sha256"":""7e8d73e8b47258a5995819cd8891ddd33658c15ec42d87a79acf242f920dbd08"",""right_sha256"":""a2824e96ab9172c193fdda96a38e5d8b69184baf51fffaacfed47aa2a15dfdf1"",""overlap_rows"":167,""conflicting_rows"":58,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":58}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ED.json
EDIT,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EDIT\\year=2026\\1d73d13183a88c572f3a7f09.parquet"",""right"":""data\\parquet\\daily\\symbol=EDIT\\year=2026\\EDIT_2026.parquet"",""left_sha256"":""f43bd4562c33e6894e7f3db74828aa559f9dd0ebdd084fd3ca6458dbc9f8bb93"",""right_sha256"":""8bf59458fc8c9d8cf4a9d13e1a9a9cf50bd55582c9e44ceedca344fa56791bd5"",""overlap_rows"":167,""conflicting_rows"":48,""first_conflict"":""2026-01-30"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":48}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EDIT.json
EDV,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EDV\\year=2026\\62b89049839364fe0fb8f8b1.parquet"",""right"":""data\\parquet\\daily\\symbol=EDV\\year=2026\\EDV_2026.parquet"",""left_sha256"":""192fd842349128cdc9bcfeb5f98105f6c954e353883cef08043ac3ada0ca2c46"",""right_sha256"":""8e44ed7a94606cefa8f572882b71af5cc5d83d81ff1042f1fc46b539daeca2ac"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":62}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EDV.json
EEFT,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EEFT\\year=2026\\EEFT_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=EEFT\\year=2026\\ea97b93b9efa3a5037dbaba9.parquet"",""left_sha256"":""676bc2c20e55ef7992d8bec42c0324f19fbaeb553196bd975323695334e66c1f"",""right_sha256"":""3e1b0420475218373404187389ddc1589e3d885f3184db901a0d2fd6806d47d5"",""overlap_rows"":167,""conflicting_rows"":34,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":34}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EEFT.json
EEM,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EEM\\year=2026\\EEM_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=EEM\\year=2026\\c3a6cc0050f9839be840f2b9.parquet"",""left_sha256"":""bdc61aa72147665a09cd5e7dcb4f4b5783c6f51eff4e705c6181939d5a2c03a1"",""right_sha256"":""fb0b05bf3b63be13dc1e0a415496c89bfd174ca8073449a0faa94fe91d0584b8"",""overlap_rows"":167,""conflicting_rows"":60,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":60}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EEM.json
EFA,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EFA\\year=2026\\4d05c3b00514a9a39ee636dc.parquet"",""right"":""data\\parquet\\daily\\symbol=EFA\\year=2026\\EFA_2026.parquet"",""left_sha256"":""771be3ee296ab3b3906fc9a19ff325380e6f19790672646dcc50e1e28f806994"",""right_sha256"":""dfc184320d09867ae5fe9eda9b36fcc174a28cbce123cdb276a60f6c6c4aa060"",""overlap_rows"":167,""conflicting_rows"":60,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":60}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EFA.json
EG,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EG\\year=2026\\347f2f8950921bfe4d54ad19.parquet"",""right"":""data\\parquet\\daily\\symbol=EG\\year=2026\\EG_2026.parquet"",""left_sha256"":""875f20cb72ee1b8d3f9affc97a7fe5439ad12a3cf3019280df15267cc06b63d5"",""right_sha256"":""52195c69c9d16b87c02bc0390ba8281911d623965577b7a45b88496392fbe711"",""overlap_rows"":167,""conflicting_rows"":54,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":54}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EG.json
EGO,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EGO\\year=2026\\28305adaea610c5bae68ee53.parquet"",""right"":""data\\parquet\\daily\\symbol=EGO\\year=2026\\EGO_2026.parquet"",""left_sha256"":""a25e29b83f818df78069f0e095748a1668299ed3790457e6bcf56ce04c087e9d"",""right_sha256"":""d29ebb60fc703714dd47f9a2ffdad9383a60723e79b4bf58addf684448290084"",""overlap_rows"":166,""conflicting_rows"":60,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":60}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EGO.json
EH,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EH\\year=2026\\45fc47b1296c59c14a37a129.parquet"",""right"":""data\\parquet\\daily\\symbol=EH\\year=2026\\EH_2026.parquet"",""left_sha256"":""88a1048e2ba788e6ad9e2da3d739003ea1131cb7d81aa620b0cd25fda474eb27"",""right_sha256"":""001830af1e517a10de64e2b540f76014382bbaa44edfed5eb0646301859ca901"",""overlap_rows"":167,""conflicting_rows"":42,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":42}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EH.json
EHC,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EHC\\year=2026\\23a19161e92ef723328d4d81.parquet"",""right"":""data\\parquet\\daily\\symbol=EHC\\year=2026\\EHC_2026.parquet"",""left_sha256"":""c611a5b96314390010777f473f086edae1515dbe3dec529713bc4771073c1d53"",""right_sha256"":""23c837c8ff482037d46a8791a56518bcd88b7f400efe2a7b96db2e85ca839400"",""overlap_rows"":167,""conflicting_rows"":58,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":58}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EHC.json
EIX,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EIX\\year=2026\\698125bb8f16ee3c33700170.parquet"",""right"":""data\\parquet\\daily\\symbol=EIX\\year=2026\\EIX_2026.parquet"",""left_sha256"":""8cb83c93e1d640be7d7a2f9876c7457a3e04d8404f29a82f0249c386d386a00b"",""right_sha256"":""765e8479e5f32f732a00431aa63bdccdceb063756f1374fd36b2c77102979a37"",""overlap_rows"":167,""conflicting_rows"":60,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":60}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EIX.json
ELS,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ELS\\year=2026\\ELS_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=ELS\\year=2026\\fbe6fd17350117b7fcc0e01d.parquet"",""left_sha256"":""3352ea36c08adb76a37bbb0d51070e5323491356695285b7881f31ec3d33f49d"",""right_sha256"":""4e9dd2638313c1dfd54dc6283d05878c2f1a61e65f7dd8848531927ff6c8243f"",""overlap_rows"":167,""conflicting_rows"":60,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":60}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ELS.json
ELV,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ELV\\year=2026\\ELV_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=ELV\\year=2026\\c8f4ae3db519bdf6d59cebe7.parquet"",""left_sha256"":""75489745eb7eebf994c152e3727d1015f77061c85c715da6be66f75cf9411afd"",""right_sha256"":""16c5755a78ecc87d80d3db5fe1a23e7fdb39ef1d7d434c303d5bfa64ac1f43d2"",""overlap_rows"":166,""conflicting_rows"":55,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":55}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ELV.json
EME,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EME\\year=2026\\4ba80f9f7f4e43d9d424a6e6.parquet"",""right"":""data\\parquet\\daily\\symbol=EME\\year=2026\\EME_2026.parquet"",""left_sha256"":""c9863dfebe9eef8c6c47378aebe302f60cfb97aabb173cf2ca720584fac5a60b"",""right_sha256"":""69b7b1f18a74ee611e934a99f80e508d89f989fe07c1488bc73911d9d2f6f489"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":62}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EME.json
EMN,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=EMN\\year=2026\\142813b767cbefdd46f849d9.parquet"",""right"":""data\\parquet\\daily\\symbol=EMN\\year=2026\\EMN_2026.parquet"",""left_sha256"":""d58b12f3cb1d95f1235e613f7076b256809e5b03facb4aaac3097a00210d3a9f"",""right_sha256"":""6cdccd6329bf1c5b4edc35b09e51c1caa974f070ee2a008512892a7cddbdf10a"",""overlap_rows"":167,""conflicting_rows"":57,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":57}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\EMN.json
